Num,target,statement
132,Pro,"MYSORE: For the marginalized, illiterate and vulnerable groups, Aadhaar will come as a boon to would turn into boon for marginalized or vulnerable groups to get access many services with a help of single identity number opined, said Nandan Nilekani, chairman, Unique Identification Authority of India (UIDAI)."
133,Neutral,"I have also given notice, Jaitley said while referring to his announcement on Aadhaar."
134,Pro,"Nandan Nilekani , UIDAI chairman, said the remittance facility demonstrated one of the many uses of Aadhaar."
135,Pro,"Nandan Nilekani This is a great step forward, said Supreme Court advocate Pawan Duggal who specialises in cyber laws."
136,Pro,"Nandan Nilekani, regarded as the father of the Aadhaar card idea, had said soon after the card was made mandatory for direct benefit transfers in this year's budget that this has become central to the government's transformation agenda and will help clear ambiguity in the courts."
137,Pro,"National Informatics Centre (NIC) is in the process of making 100 Government websites divyang friendly of which 16 have already been made divyang friendly, Prasad said, as he urged NGOs and citizens to use My Gov to provide valuable inputs on central schemes."
138,Pro,"Nearly 20 lakh people have been enrolled in the state and the process of enrolment is going on at a good pace, Nilekani said while admitting that two other states that come under Ranchi regional office of UIDAI West Bengal and Bihar have of late started picking pace."
139,Pro,"NEW DELHI: Centre's ambitious direct cash transfer scheme will help in better targeting of subsidies and reducing delay in delivery of benefits besides curbing wastages and leakages, Prime Minister Manmohan Singh said on Sunday."
140,Pro,"NEW DELHI: Chairing a meeting of Union Council of Ministers ahead of the completion of two years of the government on Thursday, Prime Minister Narendra Modi asked his ministerial colleagues to focus on carrying the initiatives taken by the dispensation to the grassroots."
141,Pro,NEW DELHI: President Pranab Mukherjee on Sunday said that the Aadhar card initiative is a watershed event in the development of the country.
142,Pro,"NEW DELHI: Prime Minister Manmohan Singh on Friday said the government had moved substantially forward in curbing corruption and improving public services delivery system in the last one year, but admitted that there was still a long way to go to ensure transparency, accountability and probity in public life."
143,Pro,Nilekani added that UID would create for the first time in the country a national devices' infrastructure that is inter-operable .
144,Pro,Nilekani also said Kumar never raised a single question against the project in the Parliament.
145,Neutral,"I have already said that if the Congress gives me a ticket, I will stand for electionall I have said is that I am ready to stand on a congress ticket, Nilekani said."
146,Neutral,Nilekani said that Congress is a party that is dedicated to long term reforms and his tenure so far in the government has been fully supportive.
147,Neutral,"Everywhere I went, the refrain was  We want change now, said billionaire Nilekani, who had his political baptism only recently after overseeing implementation of Aadhar scheme as Chief of Unique Identification Authority of India."
148,Neutral,"Nilekani, who a day before entering the fray declared that he and his wife have assets worth Rs 7,700 crore, said peoples complaints revolved around the absence of their MP, and a lack of accountability when it came to addressing local challenges here, an apparent dig at Kumar."
149,Neutral,"We will bring it (UIDAI Bill) in the next Monsoon Session of Parliament instead of the forthcoming Budget Session, Planning Commission Deputy Chairman Montek Singh Ahluwalia told PTI."
150,Neutral,"Ahluwalia, who was the chief guest at the Aadhaar card issuing authority UIDAI's function here this morning, told his audience during the course of his speech that he had lost his unique identification card."
151,Pro,"Nilekani also said that UID is working with the Ministry of Finance and the Department of Financial Services on financial inclusion, with Oil Ministry on LPG subsidy reforms, with Ministry of Chemicals and Fertilizers on fertilizer reforms, Human Resource Development Ministry on integration of Aakash and Department of Telecom for providing Aadhar as know your customer (KYC) for mobile connections."
152,Pro,Nilekani said Aadhaar has more than 55 crore people into its enrolment and in the next few months it will cross the 60-crore mark.
153,Pro,"Nilekani said Aadhaar identity cards were accepted as valid documents under the Know Your Customer (KYC) norms for opening bank accounts, securing mobile connections and getting cooking gas connections."
154,Neutral,"We are putting up a note before the cabinet shortly, Planning Commission deputy chairman Montek Singh Ahluwalia told reporters."
155,Pro,Nilekani said Aadhaar would make the life of India's 400 million migrants simpler.
156,Pro,Nilekani said e-KYC could be embraced by entities such as insurance companies and mutual funds.
157,Pro,Nilekani said one major application was for the government to target subsidies at the intended beneficiaries.
158,Neutral,"While thanking Sakshi for bringing the issue to his notice, Prasad said, Sharing personal information is illegal."
159,Pro,Nilekani said ordinary citizens should join politics and he would like to be part of this movement.
160,Pro,Nilekani said plans are on track to issue Aadhaar numbers to 600 million (60 crore) people in three to three-and-half years.
161,Pro,"Nilekani said the Aadhaar cards, already distributed among 60 crore people, will touch the 100 crore mark by the end of 2015."
162,Pro,"Nilekani said, In a few days, we will be starting online authentication of address and identity."
163,Pro,"Nilekani, an ex-IT czar, said rural job and pension schemes along with public distribution system can be linked to Aadhar numbers."
164,Pro,"No agency linked to any foreign agency is there in this, Prasad said, adding that once the biometrics is collected, it gets encrypted immediately and its sanctity is maintained."
165,Pro,"Not only will this service streamline the process of on-boarding new customers but it will also simplify the process of linking existing customer accounts to their respective Aadhaar numbers in an easy, yet secure manner, said Nilekani."
