Entity	Source	By-Statement
Modi	NIE	Modi said that his governments journey toward developing India is built on investments in infrastructure , agriculture , manufacturing and services .
Modi	NIE	What PERSON is not telling you is that PERSON did not even asked him about Demonetisation that is the way government of India is being run .
Modi	NIE	Guwahati : prime minister PERSON on Friday announced a food processing scheme , Sampada to integrate current and new schemes aimed at reducing food wastage and doubling farmers income .
Modi	NIE	It is for agro product value addition , PERSON said after laying the foundation stone of an agriculture research institute in northern PERSON .
Modi	NIE	The long-delayed GST constitution bill was passed by parliament on August 8 , marking a historic step for tax reforms which prime minister PERSON said was crucial for ending tax terrorism besides reducing corruption and black money while making consumer the king .
Modi	NIE	In Kanpur , PERSON said Demonetisation is a step to promote digital transactions to check black money .
Modi	NIE	Taking on the opposition and accusing it of misguiding people over cashless transactions , PERSON said that while on one hand they claimed that PERSON brought about the telecom revolution , on the other they contradict themselves by saying that their countrymen dont have means for cashless transactions .
Modi	NIE	Modi said history would not remember which PM enforced Demonetisation but it would certainly recall how the people fought a war on black money .
Modi	NIE	Berlin : prime minister PERSON today said India has already completed a sizable part of reforms and the historic goods and services tax ( GST ) regime will be rolled out from July .
Modi	NIE	Terming GST as the most historic reform in India , PERSON said it will be implemented from next month in an apparent reference to the scheduled date of July 1 .
Modi	NIE	New Delhi : advocating cashless transactions , Prime Minister PERSON on Friday said large volumes of liquid cash are a big source of corruption and black money .
Modi	NIE	Modi said that while making the announcement to ban RS 500 and RS 1,000 notes , he was aware that people will face inconvenience but I had requested the people of India to bear this short-term Painfor long-term gain .
Modi	NIE	Guwahati : prime minister PERSON today said the Demonetisation drive was a tough decision to take in view of the opposition parties ' constant efforts to turn people against it .
Modi	NIE	Modi , who was speaking at the centenary celebrations of the PERSON education society here , said his government did not want to trouble the honest , but would not spare the dishonest as he defended the fight against black money and promised more steps to tackle the menace .
Modi	NIE	Modi said a slew of decisions made by the GST council and efforts to make GST simpler are steps in that direction .
Modi	NIE	Terming the proposed goods and service tax as the biggest tax reform since independence , PERSON also said he has warned those with black money to declare it before the given deadline of September 30 , as stern action might be taken after that .
Modi	NIE	Praising the Bharatiya Janata Party ( BJP ) government under PERSON in the state , PERSON said it had ensured soil health cards for 75 lakh farmers , adding in a sarcastic vein that the Congress had failed to provide health cards to humans .
Modi	NIE	By express news Servicenew Delhi : days after Prime Minister PERSON announced that GST on 99 per cent of goods and services would be brought under the tax bracket of 18 per cent or lower , the GST Council on Saturday decided to slash indirect tax on two dozen items .
Modi	NIE	By Aninew Delhi : the government is in favour of bringing construction related material in the 5 per cent slab of GST , Prime Minister PERSON said on Tuesday , while informing that changes in the tax structure will continue as there is scope for improvement .
Modi	NIE	Talking about providing relief to traders , PERSON said the central government wanted the tax liability slab to be raised from RS 20 lakh to RS 75 lakh but could not do this in the last GST council meeting as some states had reservations .
Modi	NIE	When referred to criticism of the GST by PERSON , PERSON asked whether GST processes have not been implemented through consensus with all political parties in the country .
Modi	NIE	Singling out the Gandhis for seeking account of Demonetisation , Modi asked whether the mother-son duo who are out on bail for financial irregularities would give him certificate of honesty .
Modi	NIE	Alluding to PERSON remark , PERSON said Demonetisation brought back the 85 Paise which were disappearing due to corruption .
Modi	NIE	Modi asked party leaders to work during the week to give a boost to the use of Bhim app , a digital payment application , by educating the masses about it and helping them download it .
Modi	NIE	To be honest , even December and January was good , but there were few sectors in which industries like PERSON and others saw a decline because of Demonetisation but the trend now is upwards , said PERSON , president , federation of Telangana and PERSON chambers of commerce and industry ( Ftapcci ) .
Modi	NIE	Follow our election coverage Hereassuring the farmers in particular , PERSON said : the NDA government , soon after being voted to power for a second time , will start working on priority to double the income of farmers by 2022 .
Modi	NIE	Addressing a rally at Bandra Kurla complex here , PERSON said while his government has launched the war from day one of assuming power , on November 8 at 8 PM it stuck a fatal blow to corruption and black money hoarders in the form of Demonetisation of RS 500 and RS 1,000 currency notes .
Modi	NIE	After that , the sufferings of the masses will lessen , and the real problems will begin for those handful of people indulging in corruption and black money hoarders , PERSON said .
Modi	NIE	As far as search and seizure operations against black money hoarders is concerned , PM Modi had confidently said in a public rally : we knew and now they are being caught .
